kind,address,expected,note
insn,0x00662E70,"mov dword ptr [ecx + 0x12110], 0",clearLeaveRequestTime
insn,0x006663B1,push 0x1104e54,disconnectPlayer pushes Network:PlayerLeftGame
insn,0x006663BB,"mov eax, dword ptr [0x12f148c]",disconnectPlayer loads the in-game UI global
insn,0x006663C3,call dword ptr [ecx + 0x3c],disconnectPlayer -> TheInGameUI->message slot +0x3C
insn,0x006663C9,call 0xa62ce0,disconnectPlayer plays the message sound helper
insn,0x00666409,call 0x43cecf,disconnectPlayer -> ~Connection ILT
insn,0x00666470,"mov dword ptr [ebp + 0x1202c], eax",disconnectPlayer packet-router succession store
insn,0x006664A9,"mov dword ptr [esp + 0x10], 2",disconnectPlayer PLAYERLEAVECODE_PACKETROUTER
insn,0x006664B9,"mov dword ptr [esp + 0x10], 1",disconnectPlayer PLAYERLEAVECODE_LOCAL
insn,0x0066652F,"mov eax, 3",disconnectPlayer PLAYERLEAVECODE_UNKNOWN for slot out of range
insn,0x00666500,"mov dword ptr [ebp + 0x1204c], eax",disconnectPlayer terminates the id list with -1 (eax = -1)
insn,0x00662CE0,"mov ecx, dword ptr [0x12ed668]",sound helper loads TheAudio
insn,0x00662CEC,call dword ptr [eax + 0x124],sound helper slot +0x124 (misc-audio table getter)
insn,0x00662CFE,"add eax, 0xc40",sound helper event at +0xC40
insn,0x00662D04,call dword ptr [edx + 0x44],sound helper -> addAudioEvent slot +0x44
insn,0x0066B820,"test byte ptr [esp + 4], 1",scalar deleting dtor flag test
insn,0x0066B828,"mov dword ptr [esi], 0x111a2cc",scalar deleting dtor installs the DisconnectManager vtable
insn,0x00679738,"mov dword ptr [eax], 0x111a84c",NetPacket ctor installs the NetPacket vtable
insn,0x006797BF,"mov ecx, 0x77",NetPacket ctor copies 0x77 dwords = 476 = MAX_PACKET_SIZE
insn,0x006797CD,"mov dword ptr [eax + 0x1ec], 0xffffffff",NetPacket ctor m_numCommands = -1
insn,0x006797B6,"mov edx, dword ptr [ecx + 0x404]",NetPacket ctor reads TransportMessage length
insn,0x0067979C,"mov edx, dword ptr [ecx + 0x408]",NetPacket ctor reads TransportMessage addr
insn,0x006624BB,"mov ecx, dword ptr [0x12f76fc]",sendNetCommandMsg function-static NetPacket
insn,0x00662500,"cmp dword ptr [ebp], -1",sendNetCommandMsg quitting test on Connection+0
insn,0x006625BC,"mov byte ptr [esi + 0xc], bl",sendNetCommandMsg setRelay on NetCommandRef+0xC
insn,0x0066346A,push 0x10,getFrameCommandList allocates a 16-byte NetCommandList
insn,0x006634AB,"add esi, 0x120e4",getFrameCommandList walks the FrameDataManagers
insn,0x006634CA,"mov eax, dword ptr [0x12ba08c]",getFrameCommandList FRAMES_TO_KEEP global
insn,0x0066349C,"mov ecx, dword ptr [0x12f7714]",getFrameCommandList BFME-added subsystem call (slot +0x48)
insn,0x006636F5,"lea esi, [ebx + 4]",flushConnections walks m_connections
insn,0x00663713,"mov ecx, dword ptr [ebx + 0x12024]",flushConnections m_transport
insn,0x00663720,jmp 0x415d3e,flushConnections tail-jumps Transport::doSend ILT
insn,0x006645C6,"mov ecx, dword ptr [0x12f7198]",GAMESPY_STATS_AUTHKEY handler GameInfo global
insn,0x006645CD,call 0x4061d6,GAMESPY_STATS_AUTHKEY handler -> GameInfo::getSlot (two-hop thunk)
insn,0x006649A3,"mov eax, dword ptr [edi + 0x12104]",resendPendingCommands reads m_pendingCommands
insn,0x006649C0,call 0x43f17a,resendPendingCommands -> sendLocalCommand ILT
insn,0x006652CD,"mov ecx, dword ptr [esi + 0x18]",~Connection m_netCommandList
insn,0x006652E2,"lea ecx, [esi + 0x14]",~Connection UnicodeString member
insn,0x006665E6,"cmp esi, dword ptr [edi + 0x12028]",disconnectLocalPlayer skips m_localSlot
insn,0x006665F1,call 0x428d5d,disconnectLocalPlayer -> disconnectPlayer ILT
insn,0x00669983,"lea ecx, [edi + edx*4 + 0x12130]",processFileProgress map for playerID (stride 12)
insn,0x0066A070,"lea ecx, [edi + 0x12118]",processFileAnnounce filename map
insn,0x0066A0A4,"lea ecx, [edi + 0x12124]",processFileAnnounce recipient-mask map
insn,0x0066A0BE,"add edi, 0x12130",processFileAnnounce progress maps base
insn,0x0066A10C,"mov dword ptr [eax], 0x64",processFileAnnounce 100 for slots not in the mask
insn,0x0066B151,"mov eax, dword ptr [ecx + 0x260]",ping ratio m_pingsSent
insn,0x0066B15E,fild dword ptr [ecx + 0x264],ping ratio m_pingsRecieved
insn,0x0066C55E,push 0x3e800000,updateDisconnectStatus calls the ratio test with 0.25f
insn,0x0066C56E,push 0x3dcccccd,updateDisconnectStatus calls the ratio test with 0.1f
insn,0x0066B1B6,push 0x20,sendDisconnectScreenOff allocates the 0x20-byte message
insn,0x0066B1CE,call 0x40f8d0,sendDisconnectScreenOff -> NetDisconnectScreenOffCommandMsg ctor ILT
insn,0x0066B214,push 0xff,sendDisconnectScreenOff relay mask
insn,0x0066BFF0,"mov dword ptr [esi + 0xc], 0",turnOnScreen m_disconnectState = SCREENON
insn,0x0066BFF7,"mov dword ptr [esi + 0x10], 0xffffffff",turnOnScreen m_lastKeepAliveSendTime = -1
insn,0x0066C01C,"mov dword ptr [esi + 0x25c], eax",turnOnScreen m_timeOfDisconnectScreenOn
insn,0x0066BB8F,call 0x44a87c,countVoters excludes state==1 slots
insn,0x0066BBF8,call 0x44a87c,countVotersExcluding excludes state==1 slots
insn,0x0066BC65,call 0x42fa63,isPlayerVotedOut body uses countVotersExcluding as the threshold
insn,0x0066BC6F,setge al,isPlayerVotedOut: votes >= threshold
insn,0x0066B769,call 0x4486b2,countVotesForPlayer skips voters with state 1..3
insn,0x00675F13,call 0x43add7,constructGameMessage -> nameToKey
insn,0x00675F1F,call 0x42f586,constructGameMessage -> findPlayerWithNameKey
insn,0x00675F3C,push 0x24,constructGameMessage allocates a GameMessage
insn,0x00675F7A,"mov dword ptr [edi + 0x14], edx",constructGameMessage stores the player index
insn,0x00682BD7,call 0x44a895,frame tick -> haveAllConnectedPlayersReachedFrame
insn,0x00682B55,call 0x4316dd,frame tick -> clearLeaveRequestTime (router sees its own PLAYERLEAVE)
insn,0x0068299E,call 0x43a12a,command pump -> hasLeaveRequestTimedOut
insn,0x00682CA1,call 0x429744,Network::update -> disconnectLocalPlayer at state 2
insn,0x0066A8D1,call 0x429190,runRelayPass -> NetPacket(TransportMessage*) ILT
global,0x01359544,0x00661CA9,IAT slot WINMM.dll!timeGetTime (import directory); checker convention: expected = RVA of an instruction whose operand carries the VA
global,0x012ED668,0x00662CE0,TheAudio (symbols.csv ?TheAudio@@3PAVAudioManager@@A at RVA 0x00EED668)
global,0x012F0898,0x00666352,TheGameLogic (pinned) read by disconnectPlayer for the frame at +0x3C
global,0x012ED5C8,0x006620A4,TheWritableGlobalData (pinned) +0xCB4 slack in doSend
global,0x012ED600,0x00675F0C,TheNameKeyGenerator (pinned) in constructGameMessage
global,0x012ED748,0x00675F18,ThePlayerList (unpinned; findPlayerWithNameKey receiver) in constructGameMessage
global,0x012F76FC,0x006624BB,function-static NetPacket* of Connection::sendNetCommandMsg
global,0x012BA08C,0x006634CA,FRAMES_TO_KEEP window (0x41) read by getFrameCommandList
global,0x012F148C,0x006663BB,in-game UI global (unpinned; slot +0x3C message) in disconnectPlayer
global,0x012F708C,0x00675EEF,GameInfo global (unpinned) in constructGameMessage / processChat / PopulateInGameDiplomacyPopup
global,0x012F7198,0x006645C6,second GameInfo global (unpinned) in the GAMESPY_STATS_AUTHKEY handler
global,0x012F7714,0x0066349C,unidentified subsystem global whose slot +0x48 getFrameCommandList calls
bytes,0x00D04E54,4e6574776f726b3a506c617965724c65667447616d6500,Network:PlayerLeftGame NUL-terminated at VA 0x01104E54
bytes,0x00EBA08C,41000000,FRAMES_TO_KEEP = 65
bytes,0x00C75C70,cdcccc3d,0.1f ping-ratio constant at VA 0x01075C70 (inlined copy in updateDisconnectStatus)
bytes,0x00674250,8b411cc3,type-7 payload getter: mov eax [ecx+0x1c]; ret
bytes,0x00662E70,c7811021010000000000c3,clearLeaveRequestTime whole body (11 bytes)
bytes,0x0066B820,f644240401568bf1c706cca211,scalar deleting dtor prologue incl. the vtable store
bytes,0x00C87A9C,446973636f6e6e65637453637265656e2e61707400,literal pushed by showScreen 0x0050E9D5
bytes,0x00D04F90,417074446973636f6e6e65637453637265656e3a3a5175697400,fscommand name bound by ctor 0x0050FACF
bytes,0x00D04F70,417074446973636f6e6e65637453637265656e3a3a4b69636b00,fscommand name bound by ctor 0x0050FB2A
bytes,0x00D04FB0,417074446973636f6e6e65637453637265656e3a3a4f6e496e697469616c697a656400,fscommand name bound by ctor 0x0050FA74
bytes,0x00D04F3C,417074446973636f6e6e65637453637265656e3a3a436861743a3a4f6e4274746e456e7465725465787400,fscommand name bound by ctor 0x0050FB85
bytes,0x00D04DC0,446973636f6e6e65637453637265656e3a3a496e69744761646765747300,gadget-init name bound by ctor 0x0050FA18
bytes,0x00D04E2C,446973636f6e6e65637453637265656e3a3a566f7465735265636569766564256400,AS variable set by updateVotes/removePlayer
bytes,0x00D04E70,446973636f6e6e65637453637265656e3a3a506c617965724e616d65256400,AS variable set by setPlayerName/removePlayer
bytes,0x00D04E98,53657442617250657263656e7400,AS function called by setPlayerTimeoutTime 0x0050EE16
bytes,0x00D04D78,53686f774b69636b427574746f6e00,AS function 0x0050E676
bytes,0x00D04D64,486964654b69636b427574746f6e00,AS function 0x0050E67D
bytes,0x00D04EA8,4150543a446973636f6e6e65637452756c657300,TheGameText key fetched by onInitGadget 0x0050F157
bytes,0x00D04EE4,200068006100730020006c0065006600740020007400680065002000670061006d0065002e000000,wide literal appended to the local player name by onQuit 0x0050F1E3
bytes,0x0050F24F,ff5078,onQuit: call [eax+0x78] = TheNetwork->quitGame
bytes,0x0050E72F,ff627c,onKick: jmp [edx+0x7c] = TheNetwork->voteForPlayerDisconnect tail call
bytes,0x0050E9D5,689c7a0801,showScreen: push offset DisconnectScreen.apt
thunk,0x00024D6B,0x0050E5A0,hideScreen ILT (also aliased HideDisconnectWindow)
thunk,0x000036FC,0x0050E5F0,_bfme_updateScreen ILT
thunk,0x000135C0,0x0050E650,_bfme_showPlayerControls ILT
thunk,0x0001AF28,0x0050E6D0,_bfme_arePlayerControlsShown ILT
thunk,0x00011C84,0x0050EA10,??1 ILT
thunk,0x0003F233,0x0050EB00,removePlayer ILT
thunk,0x00020EB4,0x0050ED70,setPlayerTimeoutTime ILT
thunk,0x00023E1B,0x0050EF20,showChat ILT
thunk,0x00031DB8,0x0050EFB0,updateVotes ILT
thunk,0x00041F8D,0x0050F630,??_G ILT used by vtable 0x01104DE8 slot 0
thunk,0x00030229,0x0050F630,??_G second ILT
thunk,0x0003FD87,0x0050F6D0,setPlayerName ILT
thunk,0x0003C9D9,0x0050F840,FunctorRef ctor ILT (InitGadgets binding)
thunk,0x000180C5,0x0050F8B0,FunctorRef ctor ILT (fscommand bindings)
thunk,0x0000BFB9,0x0050F990,??0BfmeAptScreenDisconnectScreen ILT
thunk,0x000278CC,0x0050F1A0,AptDisconnectScreen::Quit handler ILT
thunk,0x000044DF,0x0050E6F0,AptDisconnectScreen::Kick handler ILT
thunk,0x0003FE95,0x0050E630,OnInitialized handler ILT
thunk,0x00041100,0x0050F2B0,Chat::OnBttnEnterText handler ILT
thunk,0x0003EED7,0x0050F0B0,InitGadgets handler ILT
thunk,0x0003D7A8,0x0050E750,PlayerColor provider ILT
thunk,0x0003E98C,0x0050EE90,sendChat ILT
thunk,0x000156D6,0x0066B3E0,untranslatedSlotPosition ILT used by onKick
thunk,0x000147D1,0x0066BAE0,DisconnectManager::voteForPlayerDisconnect ILT reached from ConnectionManager 0x00663762
thunk,0x0003AB3E,0x00663750,ConnectionManager hop called by Network::voteForPlayerDisconnect 0x0068227D
thunk,0x000067BC,0x0052ADE0,showScreen first call = HideDiplomacy
thunk,0x00019583,0x00512670,showScreen second call = HideInGameChat
thunk,0x0003576F,0x00598F30,"showScreen third call; ledger row is ?hidePurchaseScience@ControlBar@@QAEXXZ (ZH HideQuitMenu position: open question in NOTES_E, not recorded)"
thunk,0x0000A416,0x005696D0,showScreen fourth call = HideSaveLoadMenu
vslot,0x0111A968+0x9C,0x006826C0,Network::getPlayerName used by onQuit
vslot,0x0111A968+0x54,0x006824C0,Network::sendDisconnectChat used by sendChat
vslot,0x0111A968+0xE4,0x00681DF0,Network::_bfme_isSlotLocalOrLive tested per slot by onQuit
vslot,0x01104DE8+0x00,0x0050F630,BfmeAptScreenDisconnectScreen deleting dtor
vslot,0x01104DE8+0x14,0x0050E800,screen virtual that re-applies kick-button flags after OnInitialized
vslot,0x01104DE4+0x00,0x0050EAF0,+0x218 base adjustor thunk to the deleting dtor
vslot,0x01104D9C+0x04,0x0050E8F0,functor invoke for the InitGadgets binding
vslot,0x01104DA8+0x04,0x0050E940,functor invoke for the fscommand bindings
vslot,0x01104DB4+0x04,0x0050E990,functor invoke for the PlayerColor bindings
insn,0x0050F24F,call dword ptr [eax + 0x78],onQuit -> TheNetwork->quitGame
insn,0x0050F23E,call dword ptr [edx + 0x7c],onQuit loop -> TheNetwork->voteForPlayerDisconnect(slot)
insn,0x0050F22B,call dword ptr [eax + 0xe4],onQuit loop -> TheNetwork->_bfme_isSlotLocalOrLive(slot)
insn,0x0050F1CB,call dword ptr [edi + 0x98],onQuit -> TheNetwork->getLocalPlayerID
insn,0x0050F1DD,call dword ptr [edi + 0x9c],onQuit -> TheNetwork->getPlayerName
insn,0x0050F1BB,"mov byte ptr [esi + 0x261], 1",onQuit sets the quit flag the dtor tests at 0x0050EA59
insn,0x0050F21B,call 0x43e98c,onQuit -> sendChat
insn,0x0050F242,"cmp esi, 8",onQuit loops over 8 slots
insn,0x0050E72F,jmp dword ptr [edx + 0x7c],onKick tail-calls TheNetwork->voteForPlayerDisconnect
insn,0x0050E712,call dword ptr [eax + 0x98],onKick -> TheNetwork->getLocalPlayerID
insn,0x0050E71A,call 0x4156d6,onKick -> untranslatedSlotPosition(slot localId)
insn,0x0050E6FF,call dword ptr [0x1359384],onKick atoi(arg)
insn,0x0050EEDB,call dword ptr [eax + 0x54],sendChat -> TheNetwork->sendDisconnectChat
insn,0x0050EEBD,call 0x434ef0,sendChat -> LanguageFilter::filterLine
insn,0x0050F35B,call 0x43e98c,onChatEnterText -> sendChat
insn,0x0050E9E7,call dword ptr [edx + 0x6c],showScreen: TheWindowManager slot creating the apt layout
insn,0x0050E9EA,"mov dword ptr [0x12f4960], eax",showScreen stores the layout global
insn,0x0050E9F5,call dword ptr [edx],showScreen: layout slot 0 with arg 0
insn,0x0050E9C8,call dword ptr [eax + 0x150],showScreen: UI singleton 0x012F148C slot +0x150 (1)
insn,0x0050E5AE,call dword ptr [eax + 0xc],hideScreen: layout slot 3 with arg 0
insn,0x0050E5BF,call dword ptr [edx + 4],hideScreen: layout slot 1 with arg 1 (delete)
insn,0x0050E5C8,"mov dword ptr [0x12f4960], 0",hideScreen clears the layout global
insn,0x0050E5D6,call dword ptr [eax + 0x150],hideScreen: UI singleton slot +0x150 (0)
insn,0x0050E5FE,call dword ptr [eax + 8],_bfme_updateScreen: layout slot 2 with arg 0
insn,0x0050E6A4,"mov byte ptr [edi + esi + 0x262], bl",_bfme_showPlayerControls stores the per-slot flag
insn,0x0050E6D4,"mov al, byte ptr [eax + ecx + 0x262]",_bfme_arePlayerControlsShown reads the per-slot flag
insn,0x0050F9FA,"mov dword ptr [0x12f4964], esi",ctor publishes this as TheDisconnectMenu
insn,0x0050EA4F,"mov dword ptr [0x12f4964], 0",dtor clears TheDisconnectMenu
insn,0x0050EA35,"mov dword ptr [esi + 0x218], 0x1104de4",dtor resets the +0x218 base vtable
insn,0x0050F633,call 0x411c84,deleting dtor -> ??1
insn,0x0050EAF0,"sub ecx, 0x218",adjustor thunk for the +0x218 base
insn,0x0050FC82,call 0x43f233,ctor clears each slot through removePlayer
insn,0x0050F7BD,call 0x420eb4,setPlayerName -> setPlayerTimeoutTime
insn,0x0050F7B8,push 0x64,setPlayerName passes 100 percent for a named slot
insn,0x0050EE16,push 0x1104e98,setPlayerTimeoutTime pushes SetBarPercent
insn,0x0050EE14,push 2,SetBarPercent takes 2 AS args
insn,0x0066C608,call 0x420eb4,DisconnectManager::updateDisconnectStatus -> setPlayerTimeoutTime
insn,0x0066C5EF,"imul eax, eax, 0x64",updateDisconnectStatus converts remaining time to percent
insn,0x0066C60D,"cmp ebp, 0x5a",kick button shown below 90 percent
insn,0x0066C62F,"cmp ebp, 0x5f",kick button hidden above 95 percent
insn,0x0066C61D,call 0x41af28,updateDisconnectStatus -> _bfme_arePlayerControlsShown
insn,0x0066C655,call 0x4135c0,updateDisconnectStatus -> _bfme_showPlayerControls
insn,0x0066BFE4,call 0x420144,DisconnectManager::turnOnScreen -> showScreen
insn,0x0066B279,call 0x424d6b,DisconnectManager::turnOffScreen -> hideScreen
insn,0x0066C8EE,call 0x4036fc,BFMEDisconnectManager::update -> _bfme_updateScreen
insn,0x0066C0F5,call 0x43f233,DisconnectManager::disconnectPlayer -> removePlayer
insn,0x0066BF66,call 0x43fd87,populateDisconnectScreen -> setPlayerName
insn,0x0066BF7C,call 0x431db8,populateDisconnectScreen -> updateVotes
insn,0x00665696,call 0x423e1b,ConnectionManager::processDisconnectChat -> showChat
insn,0x00104D79,call 0x40bfb9,createAptScreenDisconnectScreen -> ctor
insn,0x00682270,"mov ecx, dword ptr [ecx + 8]",Network::voteForPlayerDisconnect loads m_conMgr
insn,0x0068227D,call 0x43ab3e,Network::voteForPlayerDisconnect -> ConnectionManager hop
insn,0x00663762,call 0x4147d1,ConnectionManager hop -> DisconnectManager::voteForPlayerDisconnect
insn,0x0066B3E4,"cmp eax, -1",untranslatedSlotPosition: slot -1 maps to the local slot
insn,0x0066B3F4,inc eax,untranslatedSlotPosition: slots past the local one shift up
global,0x01087A9C,0x0050E9D5,showScreen pushes DisconnectScreen.apt
global,0x012F1B40,0x0050E9DF,showScreen reads TheWindowManager
global,0x012F4960,0x0050E9A1,showScreen reads the layout global
global,0x012F4960,0x0050E5A0,hideScreen reads the layout global
global,0x012F4960,0x0050E5F0,_bfme_updateScreen reads the layout global
global,0x012F148C,0x0050E9BE,showScreen reads the UI singleton
global,0x012F4964,0x0050F9E8,ctor tests TheDisconnectMenu
global,0x012F4964,0x0050EA3F,dtor compares TheDisconnectMenu
global,0x012F4964,0x0066C5D0,updateDisconnectStatus tests TheDisconnectMenu
global,0x012ED5C8,0x0066C5DD,updateDisconnectStatus reads TheWritableGlobalData
global,0x012F7714,0x0050F1C2,onQuit reads TheNetwork
global,0x012F7714,0x0050E705,onKick reads TheNetwork
global,0x012F7714,0x0050EED3,sendChat reads TheNetwork
global,0x012F1570,0x0050EEA6,sendChat reads TheLanguageFilter
global,0x012F19E8,0x0050E695,_bfme_showPlayerControls reads g_theWindowManager
global,0x012B73F8,0x0050EF39,showChat reads the chat colour
global,0x012F147C,0x0050EBC2,removePlayer reads TheGameText
global,0x01104DC0,0x0050FA18,ctor binds DisconnectScreen::InitGadgets
global,0x01104FB0,0x0050FA74,ctor binds AptDisconnectScreen::OnInitialized
global,0x01104F90,0x0050FACF,ctor binds AptDisconnectScreen::Quit
global,0x01104F70,0x0050FB2A,ctor binds AptDisconnectScreen::Kick
global,0x01104F3C,0x0050FB85,ctor binds AptDisconnectScreen::Chat::OnBttnEnterText
global,0x01104F14,0x0050FC00,ctor binds DisconnectScreen:PlayerColor:%d
global,0x004278CC,0x0050FAD8,ctor loads the Quit handler ILT
global,0x004044DF,0x0050FB33,ctor loads the Kick handler ILT
global,0x0043FE95,0x0050FA7D,ctor loads the OnInitialized handler ILT
global,0x00441100,0x0050FB8E,ctor loads the Chat handler ILT
global,0x0043EED7,0x0050FA21,ctor loads the InitGadgets handler ILT
global,0x0043D7A8,0x0050FBE4,ctor loads the PlayerColor provider ILT
global,0x01104E70,0x0050EB33,removePlayer pushes PlayerName%d
global,0x01104E54,0x0050EBD3,removePlayer pushes Network:PlayerLeftGame
global,0x01104E2C,0x0050EC62,removePlayer pushes VotesReceived%d
global,0x01104E2C,0x0050EFD9,updateVotes pushes VotesReceived%d
global,0x01104E70,0x0050F703,setPlayerName pushes PlayerName%d
global,0x01104E98,0x0050EE16,setPlayerTimeoutTime pushes SetBarPercent
global,0x01104D78,0x0050E676,_bfme_showPlayerControls loads ShowKickButton
global,0x01104D64,0x0050E67D,_bfme_showPlayerControls loads HideKickButton
global,0x01104EE4,0x0050F1E3,onQuit pushes the has-left-the-game literal
global,0x01104ED8,0x0050F0B9,onInitGadget compares ChatBox
global,0x01104EA8,0x0050F157,onInitGadget pushes APT:DisconnectRules
global,0x01104D8C,0x0050E758,getPlayerColor copies the 0xFFFFFFFF literal
global,0x01104D9C,0x0050F873,FunctorRef ctor 0x0050F840 writes vtable 0x01104D9C
global,0x01104DA8,0x0050F8E3,FunctorRef ctor 0x0050F8B0 writes vtable 0x01104DA8
global,0x01104DB4,0x0050FC47,ctor inline PlayerColor functor writes vtable 0x01104DB4
global,0x01104DE8,0x0050F9C4,ctor writes the primary vtable
insn,0x0008CC9D,"cmp edi, 0x1d",GameMessage::getCommandTypeAsAsciiString 0x0008B600 selector for type 0x1d
insn,0x0008CCA0,jne 0x48ccb7,not 0x1d -> next CHECK_IF (0x1e)
insn,0x0008CCA6,push 0x107daf0,pushes the MSG_CLEAR_GAME_DATA literal for AsciiString(const char*)
global,0x0107DAF0,0x0008CCA6,VA of MSG_CLEAR_GAME_DATA in .rdata
bytes,0x00C7DAF0,4d53475f434c4541525f47414d455f4441544100,MSG_CLEAR_GAME_DATA NUL-terminated
insn,0x0008CCAD,call 0x412c42,AsciiString(const char*) ILT
thunk,0x00012C42,0x0005EE70,ILT -> ??0AsciiString@@QAE@PBD@Z
insn,0x00397698,"add edi, -0x1d",logicMessageDispatcher low switch rebased at MSG_CLEAR_GAME_DATA
insn,0x0039769B,"cmp edi, 0x54",switch spans types 0x1d..0x71
insn,0x003976A4,"movzx eax, byte ptr [edi + 0x79a27c]",byte index table
insn,0x003976AB,jmp dword ptr [eax*4 + 0x79a264],pointer table
bytes,0x0039A27C,00,index byte for type 0x1d selects pointer slot 0
jt,0x0079A264[0],0x00397771,slot 0 = MSG_CLEAR_GAME_DATA arm
jt,0x0079A264[1],0x003976D0,slot 1 = MSG_NEW_GAME arm (type 0x1e)
insn,0x00397771,"mov eax, dword ptr [esp + 0x14]",currentlySelectedGroup local
insn,0x00397779,"mov ecx, dword ptr [0x12ef214]",TheAI
global,0x012EF214,0x00397779,TheAI global VA
insn,0x00397780,call 0x415f69,TheAI->destroyGroup(currentlySelectedGroup)
thunk,0x00015F69,0x0014BC40,ILT -> AI::destroyGroup body
insn,0x00397785,"mov ecx, dword ptr [esp + 0x30]",this = GameLogic
insn,0x00397789,call 0x44a10b,GameLogic::bfme_appendGameOverDetails
thunk,0x0004A10B,0x00387A50,ILT -> body ledgered as ?endMenu@EstablishConnectionsMenu@@ (wrong name)
insn,0x0039778E,"mov esi, dword ptr [0x12f0898]",TheGameLogic
global,0x012F0898,0x0039778E,TheGameLogic global VA
insn,0x00397794,"cmp dword ptr [esi + 0x10c], 2",m_gameMode == GAME_SKIRMISH
insn,0x003977A4,call 0x4062d5,TheGameLogic->isInMultiplayerGame()
thunk,0x000062D5,0x0005C5E0,ILT -> isInMultiplayerGame body
insn,0x0005C5E0,"mov eax, dword ptr [ecx + 0x10c]",isInMultiplayerGame reads m_gameMode
insn,0x0005C5E6,"cmp eax, 1",GAME_LAN
insn,0x0005C5EB,"cmp eax, 5",GAME_INTERNET
insn,0x003977B6,push 1,second Bool of clearGameData
insn,0x003977BB,call 0x41c46d,TheGameLogic->clearGameData(showScoreScreen TRUE)
thunk,0x0001C46D,0x00396B00,ILT -> clearGameData body
insn,0x00396BF4,"mov ecx, dword ptr [0x12ed524]",clearGameData: TheGameEngine
global,0x012ED524,0x00396BF4,TheGameEngine global VA
insn,0x00396BFC,call dword ptr [edx + 0x10],TheGameEngine->reset() (ZH deletes TheNetwork in there)
insn,0x00396BFF,"mov dword ptr [esi + 0x10c], 8",setGameMode(GAME_NONE)
insn,0x00396C2C,"mov ecx, dword ptr [0x12ed5ec]",TheMessageStream
global,0x012ED5EC,0x00396C2C,TheMessageStream global VA
insn,0x00396C34,push 0x3eb,appendMessage(MSG_DESTROY_SELECTED_GROUP)
insn,0x00396C6A,call 0x403486,closeWindows()
thunk,0x00003486,0x00396950,ILT -> ?closeWindows@GameLogic@@QAEXXZ
insn,0x00387AAA,"mov byte ptr [esi + 0x68], 1",once-only flag
insn,0x00387AB2,push 0x10eb048,Game Over Details header literal
bytes,0x00CEB048,2020202047616d65204f7665722044657461696c733a0a00,header literal bytes
insn,0x00387AC4,"lea ebp, [esi + 0x1b4]",cursor at PlayerLeaveStatus[0].quitFrame
insn,0x00387B49,"mov dword ptr [esi + 0x484], eax",Player+0x484 = leave status
insn,0x00387B84,push 0x10eb024,graceful for status 1
insn,0x00387B73,push 0x10eb030,voted out for status 2
bytes,0x00CEB024,677261636566756c00,graceful
bytes,0x00CEB030,766f746564206f757400,voted out
bytes,0x00CEAF1C,202020202020536c6f742025643a20506c617965724c6561766553746174757320646f6573206e6f742065786973742e0a00,record type name
thunk,0x0001900B,0x000800C0,ILT -> _List_base<AsciiString>::clear
insn,0x000800D4,"lea ecx, [edi + 8]",AsciiString payload at node+8
insn,0x000800D7,call 0x40d828,~AsciiString ILT
thunk,0x0000D828,0x00887940,~AsciiString ILT chain lands on the shared release body
insn,0x000800DC,push 0xc,list node size 12
insn,0x000800DF,call 0xc2e5f0,__node_alloc::_M_deallocate
insn,0x0066CBDF,call 0x41900b,BFMEDisconnectManager::update clears a list<AsciiString>
thunk,0x00012AA8,0x00383730,ILT -> GameLogic::timeOutGameStart
insn,0x00383730,"mov byte ptr [ecx + 0x148], 1",m_forceGameStartByTimeOut = TRUE
thunk,0x00020405,0x00385570,ILT -> GameLogic::processProgressComplete
insn,0x00385581,"mov cl, byte ptr [esi + edi + 0x120]",m_progressComplete[slot]
insn,0x0038558E,"mov byte ptr [esi + edi + 0x120], al",= TRUE
insn,0x00385595,call 0x4481e4,lastHeardFrom inlined: timeGetTime wrapper ILT
thunk,0x000481E4,0x00105750,_bfme_timeGetTime@0 ILT -> wrapper body
insn,0x00105759,call dword ptr [0x1359544],wrapper calls the timeGetTime import
global,0x01359544,0x00105759,timeGetTime IAT slot VA
insn,0x0038559A,"mov dword ptr [edi + esi*4 + 0x128], eax",m_progressCompleteTimeout[slot]
jt,0x00A6A634[16],0x0066A5AF,case 16 NETCOMMANDTYPE_LOADCOMPLETE
jt,0x00A6A634[17],0x0066A58A,case 17 NETCOMMANDTYPE_TIMEOUTSTART
insn,0x0066A58A,"mov ecx, dword ptr [0x12f0898]",case 17: TheGameLogic
insn,0x0066A590,call 0x412aa8,->timeOutGameStart()
insn,0x0066A5AF,"mov ecx, dword ptr [0x12f0898]",case 16: TheGameLogic
insn,0x0066A5B5,push ebx,playerID
insn,0x0066A5B6,call 0x420405,->processProgressComplete(playerID)
insn,0x00664AD4,call 0x420405,sendLoadCompleteCommand marks the local player complete
thunk,0x00003797,0x00383B00,ILT -> bfme_resetPlayerLeaveStatus
insn,0x00383B00,"lea eax, [ecx + 0x1b4]",PlayerLeaveStatus[0]+4
insn,0x00383B06,"mov edx, 8",MAX_SLOTS records
insn,0x00383B10,"mov byte ptr [eax + 0xc], 1",notPresent = TRUE
insn,0x00383B1F,"mov dword ptr [eax + 0x10], 0xff",field +0x14 = 0xff
insn,0x00383B26,"add eax, 0x1c",record stride 28
insn,0x00681EDF,call 0x403797,Network::init resets the records
