table_rva,ini_key,bfme_offset,upstream_class,upstream_member,votes,margin,notes
0x00c82f58,timestampHi,0x30,MapMetaDataReader,m_timestamp,19,19,
0x00c82f58,displayName,0x20,MapMetaDataReader,m_asciiDisplayName,19,19,
0x00c82f58,description,0x24,,,19,19,no upstream key
0x00c82f58,supplyPosition,0x0,,,19,19,no upstream key
0x00c82f58,techPosition,0x0,,,19,19,no upstream key
0x00c82f58,Player_1_Start,0x3c,MapMetaDataReader,m_waypoints,19,19,
0x00c82f58,Player_2_Start,0x48,MapMetaDataReader,m_waypoints,19,19,
0x00c82f58,Player_3_Start,0x54,MapMetaDataReader,m_waypoints,19,19,
0x00c82f58,Player_4_Start,0x60,MapMetaDataReader,m_waypoints,19,19,
0x00c82f58,Player_5_Start,0x6c,MapMetaDataReader,m_waypoints,19,19,
0x00c82f58,Player_6_Start,0x78,MapMetaDataReader,m_waypoints,19,19,
0x00c82f58,Player_7_Start,0x84,MapMetaDataReader,m_waypoints,19,19,
0x00c82f58,Player_8_Start,0x90,MapMetaDataReader,m_waypoints,19,19,
0x00c82f58,InitialCameraPosition,0x9c,MapMetaDataReader,m_initialCameraPosition,19,19,
0x00c82f58,PlayerPosition,0x0,,,19,19,no upstream key
0x00c83270,Human,0x0,,,0,0,no upstream key
0x00c83270,Computer,0x0,,,0,0,no upstream key
0x00c83270,LoadAIScripts,0x0,,,0,0,no upstream key
0x00c83270,ForcePlayerTeam,0x0,,,0,0,no upstream key
0x00c83270,AllowedFactions,0x0,,,0,0,no upstream key
0x00c83310,RadarNotifyHarvesterUnderAttackSound,0x0,MiscAudio,m_radarHarvesterUnderAttackSound,26,26,
0x00c83310,RadarNotifyStructureUnderAttackSound,0x70,MiscAudio,m_radarStructureUnderAttackSound,26,26,
0x00c83310,RadarNotifyInfiltrationSound,0xe0,MiscAudio,m_radarInfiltrationSound,26,26,
0x00c83310,RadarNotifyOnlineSound,0x150,MiscAudio,m_radarOnlineSound,26,26,
0x00c83310,RadarNotifyOfflineSound,0x1c0,MiscAudio,m_radarOfflineSound,26,26,
0x00c83310,DefectorTimerTickSound,0x230,MiscAudio,m_defectorTimerTickSound,26,26,
0x00c83310,DefectorTimerDingSound,0x2a0,MiscAudio,m_defectorTimerDingSound,26,26,
0x00c83310,AllCheerSound,0x310,MiscAudio,m_allCheerSound,26,26,
0x00c83310,BattleCrySound,0x380,MiscAudio,m_battleCrySound,26,26,
0x00c83310,NoCanDoSound,0x3f0,MiscAudio,m_noCanDoSound,26,26,
0x00c83310,StealthDiscoveredSound,0x460,MiscAudio,m_stealthDiscoveredSound,26,26,
0x00c83310,StealthNeutralizedSound,0x4d0,MiscAudio,m_stealthNeutralizedSound,26,26,
0x00c83310,MoneyDepositSound,0x540,MiscAudio,m_moneyDepositSound,26,26,
0x00c83310,MoneyWithdrawSound,0x5b0,MiscAudio,m_moneyWithdrawSound,26,26,
0x00c83310,BuildingDisabled,0x620,MiscAudio,m_buildingDisabled,26,26,
0x00c83310,BuildingReenabled,0x690,MiscAudio,m_buildingReenabled,26,26,
0x00c83310,VehicleDisabled,0x700,MiscAudio,m_vehicleDisabled,26,26,
0x00c83310,VehicleReenabled,0x770,MiscAudio,m_vehicleReenabled,26,26,
0x00c83310,SplatterVehiclePilotsBrain,0x7e0,MiscAudio,m_splatterVehiclePilotsBrain,26,26,
0x00c83310,CrateHeal,0x850,MiscAudio,m_crateHeal,26,26,
0x00c83310,CrateShroud,0x8c0,MiscAudio,m_crateShroud,26,26,
0x00c83310,CrateSalvage,0x930,MiscAudio,m_crateSalvage,26,26,
0x00c83310,CrateFreeUnit,0x9a0,MiscAudio,m_crateFreeUnit,26,26,
0x00c83310,CrateMoney,0xa10,MiscAudio,m_crateMoney,26,26,
0x00c83310,UnitPromoted,0xa80,MiscAudio,m_unitPromoted,26,26,
0x00c83310,RepairSparks,0xaf0,MiscAudio,m_repairSparks,26,26,
0x00c83310,EnterCloseCombat,0xb60,,,26,26,no upstream key
0x00c83310,ExitCloseCombat,0xbd0,,,26,26,no upstream key
0x00c83310,IncomingChatNotification,0xc40,,,26,26,no upstream key
0x00c83310,EnabledHotKeyPressed,0xcb0,,,26,26,no upstream key
0x00c83310,DisabledHotKeyPressed,0xd20,,,26,26,no upstream key
0x00c83310,LowLODShellMusic,0xd90,,,26,26,no upstream key
0x00c84130,LibraryMap,0x0,,,0,0,no upstream key
0x00c847e0,Side,0x8,PlayerTemplate,m_side,30,28,vote picked from ControlBarScheme::m_side|EvaSideSounds::m_side|ThingTemplate::m_defaultOwningSide
0x00c847e0,PlayableSide,0xbd,PlayerTemplate,m_playableSide,30,28,
0x00c847e0,DisplayName,0x4,PlayerTemplate,m_displayName,30,28,vote picked from MetaMapRec::m_displayName|ScienceInfo::m_name|ThingTemplate::m_displayName|UpgradeTemplate::m_displayNameLabel
0x00c847e0,StartMoney,0x1c,PlayerTemplate,m_money,30,28,
0x00c847e0,PreferredColor,0x28,PlayerTemplate,m_preferredColor,30,28,
0x00c847e0,StartingBuilding,0x34,PlayerTemplate,m_startingBuilding,30,28,
0x00c847e0,StartingUnit0,0x38,PlayerTemplate,m_startingUnits,30,28,
0x00c847e0,StartingUnit1,0x3c,PlayerTemplate,m_startingUnits,30,28,
0x00c847e0,StartingUnit2,0x40,PlayerTemplate,m_startingUnits,30,28,
0x00c847e0,StartingUnit3,0x44,PlayerTemplate,m_startingUnits,30,28,
0x00c847e0,StartingUnit4,0x48,PlayerTemplate,m_startingUnits,30,28,
0x00c847e0,StartingUnit5,0x4c,PlayerTemplate,m_startingUnits,30,28,
0x00c847e0,StartingUnit6,0x50,PlayerTemplate,m_startingUnits,30,28,
0x00c847e0,StartingUnit7,0x54,PlayerTemplate,m_startingUnits,30,28,
0x00c847e0,StartingUnit8,0x58,PlayerTemplate,m_startingUnits,30,28,
0x00c847e0,StartingUnit9,0x5c,PlayerTemplate,m_startingUnits,30,28,
0x00c847e0,ProductionCostChange,0x0,,,30,28,no upstream key
0x00c847e0,ProductionTimeChange,0x0,,,30,28,no upstream key
0x00c847e0,ProductionVeterancyLevel,0x0,,,30,28,no upstream key
0x00c847e0,IntrinsicSciences,0x8c,PlayerTemplate,m_intrinsicSciences,30,28,
0x00c847e0,IntrinsicSciencesMP,0x98,,,30,28,no upstream key
0x00c847e0,PurchaseScienceCommandSet,0xa4,,,30,28,no upstream key
0x00c847e0,PurchaseScienceCommandSetMP,0xa8,,,30,28,no upstream key
0x00c847e0,SpecialPowerShortcutCommandSet,0xac,PlayerTemplate,m_specialPowerShortcutCommandSet,30,28,
0x00c847e0,SpecialPowerShortcutWinName,0xb0,PlayerTemplate,m_specialPowerShortcutWinName,30,28,
0x00c847e0,SpecialPowerShortcutButtonCount,0xb4,PlayerTemplate,m_specialPowerShortcutButtonCount,30,28,
0x00c847e0,IsObserver,0xbc,PlayerTemplate,m_observer,30,28,
0x00c847e0,IntrinsicSciencePurchasePoints,0xc0,PlayerTemplate,m_intrinsicSPP,30,28,
0x00c847e0,ScoreScreenImage,0xcc,PlayerTemplate,m_scoreScreenImage,30,28,
0x00c847e0,LoadScreenImage,0xd0,PlayerTemplate,m_loadScreenImage,30,28,
0x00c847e0,LoadScreenMusic,0xb8,PlayerTemplate,m_loadScreenMusic,30,28,
0x00c847e0,HeadWaterMark,0xd4,PlayerTemplate,m_headWaterMark,30,28,
0x00c847e0,FlagWaterMark,0xd8,PlayerTemplate,m_flagWaterMark,30,28,
0x00c847e0,EnabledImage,0xdc,PlayerTemplate,m_enabledImage,30,28,
0x00c847e0,SideIconImage,0xe0,PlayerTemplate,m_sideIconImage,30,28,
0x00c847e0,BeaconName,0xe4,PlayerTemplate,m_beaconTemplate,30,28,
0x00c847e0,LightPointsUpSound,0x100,,,30,28,no upstream key
0x00c847e0,ObjectiveAddedSound,0x104,,,30,28,no upstream key
0x00c847e0,ObjectiveCompletedSound,0x108,,,30,28,no upstream key
0x00c847e0,InitialUpgrades,0xe8,,,30,28,no upstream key
0x00c847e0,DefaultPlayerAIType,0x10c,,,30,28,no upstream key
0x00c847e0,SpellBook,0x110,,,30,28,no upstream key
0x00c847e0,SpellBookMp,0x114,,,30,28,no upstream key
0x00c847e0,MaxLevelMP,0xc4,,,30,28,no upstream key
0x00c847e0,MaxLevelSP,0xc8,,,30,28,no upstream key
0x00c847e0,Evil,0x118,,,30,28,no upstream key
0x00c847e0,BuildableHeroesMP,0xf4,,,30,28,no upstream key
0x00c847e0,SpellStoreCurrentPowerLabel,0x11c,,,30,28,no upstream key
0x00c847e0,SpellStoreMaximumPowerLabel,0x120,,,30,28,no upstream key
0x00c84d40,PrerequisiteSciences,0x18,ScienceInfo,m_prereqSciences,5,3,
0x00c84d40,SciencePurchasePointCost,0x24,ScienceInfo,m_sciencePurchasePointCost,5,3,
0x00c84d40,SciencePurchasePointCostMP,0x28,,,5,3,no upstream key
0x00c84d40,IsGrantable,0x2c,ScienceInfo,m_grantable,5,3,
0x00c84d40,DisplayName,0x10,ScienceInfo,m_name,5,3,vote picked from MetaMapRec::m_displayName|PlayerTemplate::m_displayName|ThingTemplate::m_displayName|UpgradeTemplate::m_displayNameLabel
0x00c84d40,Description,0x14,ScienceInfo,m_description,5,3,vote picked from MetaMapRec::m_description
0x00c88b60,DisplayName,0x10,UpgradeTemplate,m_displayNameLabel,7,3,vote picked from MetaMapRec::m_displayName|PlayerTemplate::m_displayName|ScienceInfo::m_name|ThingTemplate::m_displayName
0x00c88b60,Tooltip,0x14,,,7,3,no upstream key
0x00c88b60,Type,0x4,UpgradeTemplate,m_type,7,3,vote picked from AudioEventInfo::m_type|ParticleSystemTemplate::m_particleType|TerrainScorchFXNugget::m_scorch|ViewShakeFXNugget::m_shake
0x00c88b60,BuildTime,0x18,UpgradeTemplate,m_buildTime,7,3,vote picked from ThingTemplate::m_buildTime
0x00c88b60,BuildCost,0x1c,UpgradeTemplate,m_cost,7,3,vote picked from ThingTemplate::m_buildCost
0x00c88b60,ButtonImage,0x110,UpgradeTemplate,m_buttonImageName,7,3,vote picked from CommandButton::m_buttonImageName|ThingTemplate::m_buttonImageName
0x00c88b60,ResearchSound,0x28,UpgradeTemplate,m_researchSound,7,3,
0x00c88b60,UnitSpecificSound,0x98,UpgradeTemplate,m_unitSpecificSound,7,3,vote picked from CommandButton::m_unitSpecificSound
0x00c88b60,UpgradeFX,0x24,,,7,3,no upstream key
0x00c88b60,Cursor,0x118,,,7,3,no upstream key
0x00c88b60,PersistsInCampaign,0x11c,,,7,3,no upstream key
0x00c88b60,NoUpgradeDiscount,0x11d,,,7,3,no upstream key
0x00c898a0,TriggeredBy,0x30,UpgradeMuxData,m_activationUpgradeNames,5,5,
0x00c898a0,ConflictsWith,0x3c,UpgradeMuxData,m_conflictingUpgradeNames,5,5,
0x00c898a0,RemovesUpgrades,0x48,UpgradeMuxData,m_removalUpgradeNames,5,5,
0x00c898a0,FXListUpgrade,0x54,UpgradeMuxData,m_fxListUpgrade,5,5,
0x00c898a0,RequiresAllTriggers,0x58,UpgradeMuxData,m_requiresAllTriggers,5,5,
0x00c898a0,CustomAnimAndDuration,0x5c,,,5,5,no upstream key
0x00c89934,CaveIndex,0x168,CaveContainModuleData,m_caveIndexData,1,1,
0x00c899c8,TimeForFullHeal,0x168,,,1,0,ambiguous: GarrisonContainModuleData::m_framesForFullHeal|HealContainModuleData::m_framesForFullHeal|ParkingPlaceBehaviorModuleData::m_framesForFullHeal|RepairDockUpdateModuleData::m_framesForFullHeal|TunnelContainModuleData::m_framesForFullHeal
0x00c89ac8,FleeRange,0x64,,,0,0,no upstream key
0x00c89ac8,FleeDistance,0x68,,,0,0,no upstream key
0x00c89ac8,WanderPercentage,0x6c,,,0,0,no upstream key
0x00c89ac8,MaxWanderDistance,0x70,,,0,0,no upstream key
0x00c89ac8,MaxWanderRadius,0x74,,,0,0,no upstream key
0x00c89ac8,UpdateTimer,0x78,,,0,0,no upstream key
0x00c89ac8,AfraidOfCastles,0x7c,,,0,0,no upstream key
0x00c89c48,UnpackTime,0x64,DeployStyleAIUpdateModuleData,m_unpackTime,5,3,vote picked from HackInternetAIUpdateModuleData::m_unpackTime|SpecialAbilityUpdateModuleData::m_unpackTime
0x00c89c48,PackTime,0x68,DeployStyleAIUpdateModuleData,m_packTime,5,3,vote picked from HackInternetAIUpdateModuleData::m_packTime|SpecialAbilityUpdateModuleData::m_packTime
0x00c89c48,ResetTurretBeforePacking,0x6c,DeployStyleAIUpdateModuleData,m_resetTurretBeforePacking,5,3,
0x00c89c48,TurretsFunctionOnlyWhenDeployed,0x6d,DeployStyleAIUpdateModuleData,m_turretsFunctionOnlyWhenDeployed,5,3,
0x00c89c48,TurretsMustCenterBeforePacking,0x6e,DeployStyleAIUpdateModuleData,m_turretsMustCenterBeforePacking,5,3,
0x00c89d68,MembersGetHealedAtLifeRatio,0x64,AssaultTransportAIUpdateModuleData,m_membersGetHealedAtLifeRatio,2,2,
0x00c89d68,ClearRangeRequiredToContinueAttackMove,0x68,AssaultTransportAIUpdateModuleData,m_clearRangeRequiredToContinueAttackMove,2,2,
0x00c89e10,WeaponTemplate,0x254,PointDefenseLaserUpdateModuleData,m_weaponTemplate,1,1,
0x00c89e10,TargetRadius,0x258,,,1,1,no upstream key
0x00c89e10,ShotsPerTarget,0x25c,,,1,1,no upstream key
0x00c89e10,ShotsPerBurst,0x260,,,1,1,no upstream key
0x00c89e10,MaxShots,0x264,,,1,1,no upstream key
0x00c89e10,CanShootEmptyGround,0x268,,,1,1,no upstream key
0x00c89f00,WhichSpecialPower,0x254,,,0,0,no upstream key
0x00c89f00,GenerateTerror,0x258,,,0,0,no upstream key
0x00c89f00,GenerateUncontrollableFear,0x259,,,0,0,no upstream key
0x00c89f00,EmotionPulseRadius,0x25c,,,0,0,no upstream key
0x00c89fb0,HeroAttributeModifier,0x254,,,0,0,no upstream key
0x00c89fb0,HeroEffectDuration,0x258,,,0,0,no upstream key
0x00c89fb0,UseUSERModelcondition,0x25c,,,0,0,no upstream key
0x00c8a02c,WeaponsetEffectDuration,0x254,,,0,0,no upstream key
0x00c8a02c,WhichWeaponSet,0x258,,,0,0,no upstream key
0x00c8a0d0,SpecialWeapon,0x254,,,0,0,no upstream key
0x00c8a0d0,WhichSpecialWeapon,0x258,,,0,0,no upstream key
0x00c8a0d0,SkipContinue,0x25c,,,0,0,no upstream key
0x00c8a0d0,BusyForDuration,0x260,,,0,0,no upstream key
0x00c8a0d0,NeedLivingTargets,0x264,,,0,0,no upstream key
0x00c8a4e8,MaxBoxes,0x64,,,5,0,ambiguous: SupplyTruckAIUpdateModuleData::m_maxBoxesData|WorkerAIUpdateModuleData::m_maxBoxesData
0x00c8a4e8,SupplyCenterActionDelay,0x68,,,5,0,ambiguous: SupplyTruckAIUpdateModuleData::m_centerDelay|WorkerAIUpdateModuleData::m_centerDelay
0x00c8a4e8,SupplyWarehouseActionDelay,0x6c,,,5,0,ambiguous: SupplyTruckAIUpdateModuleData::m_warehouseDelay|WorkerAIUpdateModuleData::m_warehouseDelay
0x00c8a4e8,SupplyWarehouseScanDistance,0x70,,,5,0,ambiguous: SupplyTruckAIUpdateModuleData::m_warehouseScanDistance|WorkerAIUpdateModuleData::m_warehouseScanDistance
0x00c8a4e8,HarvestTrees,0x74,,,5,0,no upstream key
0x00c8a4e8,SuppliesDepletedVoice,0x84,,,5,0,ambiguous: SupplyTruckAIUpdateModuleData::m_suppliesDepletedVoice|WorkerAIUpdateModuleData::m_suppliesDepletedVoice
0x00c8a4e8,HarvestActivationRange,0x78,,,5,0,no upstream key
0x00c8a4e8,HarvestPreparationTime,0x7c,,,5,0,no upstream key
0x00c8a4e8,HarvestActionTime,0x80,,,5,0,no upstream key
0x00c8a630,WildBeast,0x64,,,0,0,no upstream key
0x00c8a630,ConditionForEntry,0x68,,,0,0,no upstream key
0x00c8a630,Selectable,0x6c,,,0,0,no upstream key
0x00c8a718,MaxBoxes,0x64,WorkerAIUpdateModuleData,m_maxBoxesData,8,3,vote picked from SupplyTruckAIUpdateModuleData::m_maxBoxesData
0x00c8a718,RepairHealthPercentPerSecond,0x68,WorkerAIUpdateModuleData,m_repairHealthPercentPerSecond,8,3,vote picked from DozerAIUpdateModuleData::m_repairHealthPercentPerSecond
0x00c8a718,BoredTime,0x6c,WorkerAIUpdateModuleData,m_boredTime,8,3,vote picked from DozerAIUpdateModuleData::m_boredTime|POWTruckAIUpdateModuleData::m_boredTimeInFrames
0x00c8a718,BoredRange,0x70,WorkerAIUpdateModuleData,m_boredRange,8,3,vote picked from DozerAIUpdateModuleData::m_boredRange
0x00c8a718,SupplyCenterActionDelay,0x74,WorkerAIUpdateModuleData,m_centerDelay,8,3,vote picked from SupplyTruckAIUpdateModuleData::m_centerDelay
0x00c8a718,SupplyWarehouseActionDelay,0x78,WorkerAIUpdateModuleData,m_warehouseDelay,8,3,vote picked from SupplyTruckAIUpdateModuleData::m_warehouseDelay
0x00c8a718,SupplyWarehouseScanDistance,0x7c,WorkerAIUpdateModuleData,m_warehouseScanDistance,8,3,vote picked from SupplyTruckAIUpdateModuleData::m_warehouseScanDistance
0x00c8a718,HarvestTrees,0x80,,,8,3,no upstream key
0x00c8a718,SuppliesDepletedVoice,0x90,WorkerAIUpdateModuleData,m_suppliesDepletedVoice,8,3,vote picked from SupplyTruckAIUpdateModuleData::m_suppliesDepletedVoice
0x00c8a718,HarvestActivationRange,0x84,,,8,3,no upstream key
0x00c8a718,HarvestPreparationTime,0x88,,,8,3,no upstream key
0x00c8a718,HarvestActionTime,0x8c,,,8,3,no upstream key
0x00c8a868,OpacityTarget,0x254,,,0,0,no upstream key
0x00c8a868,TriggerInstantlyOnCreate,0x258,,,0,0,no upstream key
0x00c8a868,CancelDisguiseWhenDismounting,0x259,,,0,0,no upstream key
0x00c8a940,OpacityTarget,0x258,,,1,1,no upstream key
0x00c8a940,TriggerInstantlyOnCreate,0x254,,,1,1,no upstream key
0x00c8a940,DisguiseAsTemplate,0x25c,,,1,1,no upstream key
0x00c8a940,DisguisedAsTemplate_EnemyPerspective,0x260,,,1,1,no upstream key
0x00c8a940,DisguiseFX,0x264,StealthUpdateModuleData,m_disguiseFX,1,1,
0x00c8a940,ForceMountedWhenDisguising,0x268,,,1,1,no upstream key
0x00c8a9d8,MoneyProvided,0x54,MoneyCrateCollideModuleData,m_moneyProvided,1,1,
0x00c8aa18,UnitCount,0x54,UnitCrateCollideModuleData,m_unitCount,2,2,
0x00c8aa18,UnitName,0x58,UnitCrateCollideModuleData,m_unitType,2,2,
0x00c8aaa0,EffectRange,0x54,VeterancyCrateCollideModuleData,m_rangeOfEffect,3,3,
0x00c8aaa0,AddsOwnerVeterancy,0x58,VeterancyCrateCollideModuleData,m_addsOwnerVeterancy,3,3,
0x00c8aaa0,IsPilot,0x59,VeterancyCrateCollideModuleData,m_isPilot,3,3,
0x00c8aaa0,AffectsUpToLevel,0x5c,,,3,3,no upstream key
0x00c8ab88,PorterChance,0x54,,,0,0,no upstream key
0x00c8ab88,BannerChance,0x58,,,0,0,no upstream key
0x00c8ab88,LevelUpChance,0x5c,,,0,0,no upstream key
0x00c8ab88,LevelUpRadius,0x60,,,0,0,no upstream key
0x00c8ab88,ResourceChance,0x64,,,0,0,no upstream key
0x00c8ab88,MinResource,0x68,,,0,0,no upstream key
0x00c8ab88,MaxResource,0x6c,,,0,0,no upstream key
0x00c8ab88,AllowAIPickup,0x70,,,0,0,no upstream key
0x00c8ac54,Symbiote,0x5c,,,0,0,no upstream key
0x00c8ac7c,SpecialWeapon,0x254,,,0,0,no upstream key
0x00c8ac7c,WhichSpecialWeapon,0x258,,,0,0,no upstream key
0x00c8aef4,RepairHealthPercentPerSecond,0x8,,,1,0,ambiguous: DozerAIUpdateModuleData::m_repairHealthPercentPerSecond|WorkerAIUpdateModuleData::m_repairHealthPercentPerSecond
0x00c8b0d0,SpawnNumber,0x8,SpawnBehaviorModuleData,m_spawnNumberData,10,9,
0x00c8b0d0,SpawnReplaceDelay,0xc,SpawnBehaviorModuleData,m_spawnReplaceDelayData,10,9,
0x00c8b0d0,OneShot,0x14,SpawnBehaviorModuleData,m_isOneShotData,10,9,
0x00c8b0d0,CanReclaimOrphans,0x15,SpawnBehaviorModuleData,m_canReclaimOrphans,10,9,
0x00c8b0d0,AggregateHealth,0x16,SpawnBehaviorModuleData,m_aggregateHealth,10,9,
0x00c8b0d0,ExitByBudding,0x17,SpawnBehaviorModuleData,m_exitByBudding,10,9,
0x00c8b0d0,SpawnTemplateName,0x20,SpawnBehaviorModuleData,m_spawnTemplateNameData,10,9,
0x00c8b0d0,SpawnedRequireSpawner,0x18,SpawnBehaviorModuleData,m_spawnedRequireSpawner,10,9,
0x00c8b0d0,PropagateDamageTypesToSlavesWhenExisting,0x1c,SpawnBehaviorModuleData,m_damageTypesToPropagateToSlaves,10,9,vote picked from HiveStructureBodyModuleData::m_damageTypesToPropagateToSlaves
0x00c8b0d0,InitialBurst,0x10,SpawnBehaviorModuleData,m_initialBurst,10,9,vote picked from QueueProductionExitUpdateModuleData::m_initialBurst
0x00c8b0d0,RespectCommandLimit,0x19,,,10,9,no upstream key
0x00c8b330,StartsActive,0x70,FireWeaponWhenDamagedBehaviorModuleData,m_initiallyActive,11,10,vote picked from AutoHealBehaviorModuleData::m_initiallyActive|FXListDieModuleData::m_initiallyActive|FireWeaponWhenDeadBehaviorModuleData::m_initiallyActive
0x00c8b330,ReactionWeaponPristine,0x7c,FireWeaponWhenDamagedBehaviorModuleData,m_reactionWeaponPristine,11,10,
0x00c8b330,ReactionWeaponDamaged,0x80,FireWeaponWhenDamagedBehaviorModuleData,m_reactionWeaponDamaged,11,10,
0x00c8b330,ReactionWeaponReallyDamaged,0x84,FireWeaponWhenDamagedBehaviorModuleData,m_reactionWeaponReallyDamaged,11,10,
0x00c8b330,ReactionWeaponRubble,0x88,FireWeaponWhenDamagedBehaviorModuleData,m_reactionWeaponRubble,11,10,
0x00c8b330,ContinuousWeaponPristine,0x8c,FireWeaponWhenDamagedBehaviorModuleData,m_continuousWeaponPristine,11,10,
0x00c8b330,ContinuousWeaponDamaged,0x90,FireWeaponWhenDamagedBehaviorModuleData,m_continuousWeaponDamaged,11,10,
0x00c8b330,ContinuousWeaponReallyDamaged,0x94,FireWeaponWhenDamagedBehaviorModuleData,m_continuousWeaponReallyDamaged,11,10,
0x00c8b330,ContinuousWeaponRubble,0x98,FireWeaponWhenDamagedBehaviorModuleData,m_continuousWeaponRubble,11,10,
0x00c8b330,DamageTypes,0x74,FireWeaponWhenDamagedBehaviorModuleData,m_damageTypes,11,10,vote picked from DamageModuleData::m_damageTypes
0x00c8b330,DamageAmount,0x78,FireWeaponWhenDamagedBehaviorModuleData,m_damageAmount,11,10,vote picked from FirestormDynamicGeometryInfoUpdateModuleData::m_damageAmount|WaveGuideUpdateModuleData::m_damageAmount
0x00c8b468,StartsActive,0x70,FireWeaponWhenDeadBehaviorModuleData,m_initiallyActive,2,1,vote picked from AutoHealBehaviorModuleData::m_initiallyActive|FXListDieModuleData::m_initiallyActive|FireWeaponWhenDamagedBehaviorModuleData::m_initiallyActive
0x00c8b468,ActiveDuringConstruction,0x71,,,2,1,no upstream key
0x00c8b468,DelayTime,0x74,DelayedUpgradeModuleData,m_delayTime,2,1,sole candidate; table votes FireWeaponWhenDeadBehaviorModuleData
0x00c8b468,DeathWeapon,0xb0,FireWeaponWhenDeadBehaviorModuleData,m_deathWeapon,2,1,
0x00c8b468,WeaponOffset,0x78,,,2,1,no upstream key
0x00c8b560,UpgradeRequired,0x34,,,1,0,ambiguous: BunkerBusterBehaviorModuleData::m_upgradeRequired|PropagandaTowerBehaviorModuleData::m_upgradeRequired
0x00c8b560,BuildingRequired,0x3c,,,1,0,no upstream key
0x00c8b560,RefundPercent,0x38,GlobalData,m_RefundPercent,1,0,sole candidate; table vote decided nothing
0x00c8b5ac,CrateData,0x0,,,0,0,no upstream key
0x00c8b6d0,TotalCrushSound,0x34,CrushDieModuleData,m_crushSounds,6,6,
0x00c8b6d0,BackEndCrushSound,0xa4,CrushDieModuleData,m_crushSounds,6,6,
0x00c8b6d0,FrontEndCrushSound,0x114,CrushDieModuleData,m_crushSounds,6,6,
0x00c8b6d0,TotalCrushSoundPercent,0x1f4,CrushDieModuleData,m_crushSoundPercent,6,6,
0x00c8b6d0,BackEndCrushSoundPercent,0x1f8,CrushDieModuleData,m_crushSoundPercent,6,6,
0x00c8b6d0,FrontEndCrushSoundPercent,0x1fc,CrushDieModuleData,m_crushSoundPercent,6,6,
0x00c8b7cc,DeathFX,0x34,FXListDieModuleData,m_defaultDeathFX,2,1,
0x00c8b7cc,OrientToObject,0x38,FXListDieModuleData,m_orientToObject,2,1,vote picked from ParticleSystemFXNugget::m_orientToObject
0x00c8b878,SpecialPowerTemplate,0x34,,,1,0,ambiguous: BattlePlanUpdateModuleData::m_specialPowerTemplate|MissileLauncherBuildingUpdateModuleData::m_specialPowerTemplate|ParticleUplinkCannonUpdateModuleData::m_specialPowerTemplate|SpecialAbilityUpdateModuleData::m_specialPowerTemplate|SpecialPowerCompletionDieModuleData::m_specialPowerTemplate|SpecialPowerModuleData::m_specialPowerTemplate|SpectreGunshipDeploymentUpdateModuleData::m_specialPowerTemplate|SpectreGunshipUpdateModuleData::m_specialPowerTemplate|UnpauseSpecialPowerUpgradeModuleData::m_specialPower
0x00c8b8b4,UpgradeToRemove,0x34,UpgradeDieModuleData,m_upgradeName,1,1,
0x00c8c210,DamageFXTypes,0x8,BoneFXUpdateModuleData,m_damageFXTypes,99,24,vote picked from StructureToppleUpdateModuleData::m_damageFXTypes|TransitionDamageFXModuleData::m_damageFXTypes
0x00c8c210,DamageOCLTypes,0x48c,BoneFXUpdateModuleData,m_damageOCLTypes,99,24,vote picked from TransitionDamageFXModuleData::m_damageOCLTypes
0x00c8c210,DamageParticleTypes,0x910,BoneFXUpdateModuleData,m_damageParticleTypes,99,24,vote picked from TransitionDamageFXModuleData::m_damageParticleTypes
0x00c8c210,PristineFXList1,0xc,BoneFXUpdateModuleData,m_fxList,99,24,
0x00c8c210,PristineFXList2,0x30,BoneFXUpdateModuleData,m_fxList,99,24,
0x00c8c210,PristineFXList3,0x54,BoneFXUpdateModuleData,m_fxList,99,24,
0x00c8c210,PristineFXList4,0x78,BoneFXUpdateModuleData,m_fxList,99,24,
0x00c8c210,PristineFXList5,0x9c,BoneFXUpdateModuleData,m_fxList,99,24,
0x00c8c210,PristineFXList6,0xc0,BoneFXUpdateModuleData,m_fxList,99,24,
0x00c8c210,PristineFXList7,0xe4,BoneFXUpdateModuleData,m_fxList,99,24,
0x00c8c210,PristineFXList8,0x108,BoneFXUpdateModuleData,m_fxList,99,24,
0x00c8c210,DamagedFXList1,0x12c,BoneFXUpdateModuleData,m_fxList,99,24,vote picked from TransitionDamageFXModuleData::m_fxList
0x00c8c210,DamagedFXList2,0x150,BoneFXUpdateModuleData,m_fxList,99,24,vote picked from TransitionDamageFXModuleData::m_fxList
0x00c8c210,DamagedFXList3,0x174,BoneFXUpdateModuleData,m_fxList,99,24,vote picked from TransitionDamageFXModuleData::m_fxList
0x00c8c210,DamagedFXList4,0x198,BoneFXUpdateModuleData,m_fxList,99,24,vote picked from TransitionDamageFXModuleData::m_fxList
0x00c8c210,DamagedFXList5,0x1bc,BoneFXUpdateModuleData,m_fxList,99,24,vote picked from TransitionDamageFXModuleData::m_fxList
0x00c8c210,DamagedFXList6,0x1e0,BoneFXUpdateModuleData,m_fxList,99,24,vote picked from TransitionDamageFXModuleData::m_fxList
0x00c8c210,DamagedFXList7,0x204,BoneFXUpdateModuleData,m_fxList,99,24,vote picked from TransitionDamageFXModuleData::m_fxList
