file_offset	va	entries	verdict	identifier_share	nul_terminated	dwords_if_bitflags	first_name	last_name	names
0x00eb96dc	0x012b96dc	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb9778	0x012b9778	20	NAME_TABLE	1.0	yes	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00eb9818	0x012b9818	20	NAME_TABLE	1.0	no	1	Peasant	DarkLord	Peasant Page Squire Knight RoyalGuard CaptainOfTheGuard HighLord Prince King Wizard Scum Vermin Beast Goblin Orc MountainTroll Berserker DarkWizard RingWraith DarkLord
0x00ee4248	0x012e4248	20	NAME_TABLE	1.0	yes	1	UNKNOWN	VOID	UNKNOWN POSITION BLENDWEIGHT BLENDINDICES NORMAL PSIZE TEXCOORD TANGENT BINORMAL TESSFACTOR POSITIONT COLOR FOG DEPTH SAMPLE UNKNOWN COLOR POSITION PSIZE VOID
0x00ea6ed0	0x012a6ed0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00ea71e8	0x012a71e8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00ea8960	0x012a8960	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00ea8b50	0x012a8b50	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eabf08	0x012abf08	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eac0e8	0x012ac0e8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eac340	0x012ac340	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eac668	0x012ac668	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eac760	0x012ac760	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eac9c0	0x012ac9c0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eaccd0	0x012accd0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eacf38	0x012acf38	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00ead078	0x012ad078	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00ead528	0x012ad528	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00ead838	0x012ad838	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eaddf8	0x012addf8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eadfe8	0x012adfe8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eae2f0	0x012ae2f0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eaed98	0x012aed98	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eaef20	0x012aef20	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eaf018	0x012af018	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eaf150	0x012af150	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eaf290	0x012af290	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eaf760	0x012af760	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eafa78	0x012afa78	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eafae0	0x012afae0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eafb88	0x012afb88	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eafc30	0x012afc30	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eafd00	0x012afd00	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eafd68	0x012afd68	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eafdf0	0x012afdf0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eafef0	0x012afef0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eafff0	0x012afff0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0120	0x012b0120	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb01c8	0x012b01c8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb02f0	0x012b02f0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0398	0x012b0398	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0430	0x012b0430	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb04d8	0x012b04d8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0560	0x012b0560	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb05e8	0x012b05e8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb06c0	0x012b06c0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0748	0x012b0748	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb07d0	0x012b07d0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0878	0x012b0878	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb09c8	0x012b09c8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0c80	0x012b0c80	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0d08	0x012b0d08	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0db0	0x012b0db0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0e78	0x012b0e78	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0f28	0x012b0f28	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb0ff0	0x012b0ff0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb1088	0x012b1088	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb12f8	0x012b12f8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb13b0	0x012b13b0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb14a0	0x012b14a0	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb1760	0x012b1760	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
0x00eb19a8	0x012b19a8	18	NAME_TABLE	1.0	yes	1	ATTRIBUTE_NONE	AUTO_HEAL	ATTRIBUTE_NONE ARMOR DAMAGE_ADD DAMAGE_MULT RESIST_FEAR EXPERIENCE RANGE SPEED CRUSH_DECELERATE RESIST_KNOCKBACK SPELL_DAMAGE RECHARGE_TIME PRODUCTION HEALTH VISION BOUNTY_PERCENTAGE MINIMUM_CRUSH_VELOCITY AUTO_HEAL
